experiment_domain,trial_id,repetition,random_seed,injected_failure_type,injected_severity,expected_root_cause,failure_detected,detected_failure_category,detection_correct,predicted_root_cause,classification_correct,classification_confidence,remediation_action,remediation_executed,human_approval_required,cycle_status,recovery_verified,input_record_count,output_record_count,quarantined_record_count,runtime_milliseconds,original_size_bytes,observed_size_bytes,regenerated_size_bytes,checksum_restored
dataframe,schema_drift-high-r029-s22071,29,22071,schema_drift,high,schema_drift,True,schema_drift,True,schema_drift,True,1.0,quarantine_and_alert,False,True,awaiting_human_approval,False,10000.0,10000.0,0.0,6.3074,,,,
dataframe,schema_drift-high-r030-s22072,30,22072,schema_drift,high,schema_drift,True,schema_drift,True,schema_drift,True,1.0,quarantine_and_alert,False,True,awaiting_human_approval,False,10000.0,10000.0,0.0,6.4218,,,,
dataframe,missing_value_spike-low-r001-s30043,1,30043,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,14.1061,,,,
dataframe,missing_value_spike-low-r002-s30044,2,30044,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.5082,,,,
dataframe,missing_value_spike-low-r003-s30045,3,30045,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.5566,,,,
dataframe,missing_value_spike-low-r004-s30046,4,30046,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.4298,,,,
dataframe,missing_value_spike-low-r005-s30047,5,30047,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.9583,,,,
dataframe,missing_value_spike-low-r006-s30048,6,30048,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.3666,,,,
dataframe,missing_value_spike-low-r007-s30049,7,30049,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,14.5342,,,,
dataframe,missing_value_spike-low-r008-s30050,8,30050,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.5396,,,,
dataframe,missing_value_spike-low-r009-s30051,9,30051,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.2022,,,,
dataframe,missing_value_spike-low-r010-s30052,10,30052,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.3534,,,,
dataframe,missing_value_spike-low-r011-s30053,11,30053,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,12.9962,,,,
dataframe,missing_value_spike-low-r012-s30054,12,30054,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.195,,,,
dataframe,missing_value_spike-low-r013-s30055,13,30055,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.3162,,,,
dataframe,missing_value_spike-low-r014-s30056,14,30056,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.4777,,,,
dataframe,missing_value_spike-low-r015-s30057,15,30057,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.4813,,,,
dataframe,missing_value_spike-low-r016-s30058,16,30058,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.1225,,,,
dataframe,missing_value_spike-low-r017-s30059,17,30059,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.3501,,,,
dataframe,missing_value_spike-low-r018-s30060,18,30060,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.4965,,,,
dataframe,missing_value_spike-low-r019-s30061,19,30061,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,14.0503,,,,
dataframe,missing_value_spike-low-r020-s30062,20,30062,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.1387,,,,
dataframe,missing_value_spike-low-r021-s30063,21,30063,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.0985,,,,
dataframe,missing_value_spike-low-r022-s30064,22,30064,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.5032,,,,
dataframe,missing_value_spike-low-r023-s30065,23,30065,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.067,,,,
dataframe,missing_value_spike-low-r024-s30066,24,30066,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,12.9346,,,,
dataframe,missing_value_spike-low-r025-s30067,25,30067,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,12.9753,,,,
dataframe,missing_value_spike-low-r026-s30068,26,30068,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.0284,,,,
dataframe,missing_value_spike-low-r027-s30069,27,30069,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,12.9831,,,,
dataframe,missing_value_spike-low-r028-s30070,28,30070,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.0062,,,,
dataframe,missing_value_spike-low-r029-s30071,29,30071,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.1243,,,,
dataframe,missing_value_spike-low-r030-s30072,30,30072,missing_value_spike,low,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,0.95,quarantine_invalid_rows,True,False,recovered,True,10000.0,9000.0,1000.0,13.0484,,,,
dataframe,missing_value_spike-medium-r001-s31043,1,31043,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.8796,,,,
dataframe,missing_value_spike-medium-r002-s31044,2,31044,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.9673,,,,
dataframe,missing_value_spike-medium-r003-s31045,3,31045,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.6731,,,,
dataframe,missing_value_spike-medium-r004-s31046,4,31046,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.8025,,,,
dataframe,missing_value_spike-medium-r005-s31047,5,31047,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.6628,,,,
dataframe,missing_value_spike-medium-r006-s31048,6,31048,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.6379,,,,
dataframe,missing_value_spike-medium-r007-s31049,7,31049,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.6249,,,,
dataframe,missing_value_spike-medium-r008-s31050,8,31050,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.6832,,,,
dataframe,missing_value_spike-medium-r009-s31051,9,31051,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.4958,,,,
dataframe,missing_value_spike-medium-r010-s31052,10,31052,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.5645,,,,
dataframe,missing_value_spike-medium-r011-s31053,11,31053,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.6449,,,,
dataframe,missing_value_spike-medium-r012-s31054,12,31054,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.5504,,,,
dataframe,missing_value_spike-medium-r013-s31055,13,31055,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.6274,,,,
dataframe,missing_value_spike-medium-r014-s31056,14,31056,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.8119,,,,
dataframe,missing_value_spike-medium-r015-s31057,15,31057,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.7696,,,,
dataframe,missing_value_spike-medium-r016-s31058,16,31058,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.4778,,,,
dataframe,missing_value_spike-medium-r017-s31059,17,31059,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.5049,,,,
dataframe,missing_value_spike-medium-r018-s31060,18,31060,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.4512,,,,
dataframe,missing_value_spike-medium-r019-s31061,19,31061,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.4394,,,,
dataframe,missing_value_spike-medium-r020-s31062,20,31062,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.4652,,,,
dataframe,missing_value_spike-medium-r021-s31063,21,31063,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.5002,,,,
dataframe,missing_value_spike-medium-r022-s31064,22,31064,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.3287,,,,
dataframe,missing_value_spike-medium-r023-s31065,23,31065,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.9267,,,,
dataframe,missing_value_spike-medium-r024-s31066,24,31066,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.4996,,,,
dataframe,missing_value_spike-medium-r025-s31067,25,31067,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,13.3654,,,,
dataframe,missing_value_spike-medium-r026-s31068,26,31068,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,14.1613,,,,
dataframe,missing_value_spike-medium-r027-s31069,27,31069,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,13.2354,,,,
dataframe,missing_value_spike-medium-r028-s31070,28,31070,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.658,,,,
dataframe,missing_value_spike-medium-r029-s31071,29,31071,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.5579,,,,
dataframe,missing_value_spike-medium-r030-s31072,30,31072,missing_value_spike,medium,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,7500.0,2500.0,12.9649,,,,
dataframe,missing_value_spike-high-r001-s32043,1,32043,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,13.1075,,,,
dataframe,missing_value_spike-high-r002-s32044,2,32044,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,13.0568,,,,
dataframe,missing_value_spike-high-r003-s32045,3,32045,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,12.9859,,,,
dataframe,missing_value_spike-high-r004-s32046,4,32046,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,12.6991,,,,
dataframe,missing_value_spike-high-r005-s32047,5,32047,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,13.3935,,,,
dataframe,missing_value_spike-high-r006-s32048,6,32048,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,13.3054,,,,
dataframe,missing_value_spike-high-r007-s32049,7,32049,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,13.3621,,,,
dataframe,missing_value_spike-high-r008-s32050,8,32050,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,12.7821,,,,
dataframe,missing_value_spike-high-r009-s32051,9,32051,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,12.6208,,,,
dataframe,missing_value_spike-high-r010-s32052,10,32052,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,12.5338,,,,
dataframe,missing_value_spike-high-r011-s32053,11,32053,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,15.1935,,,,
dataframe,missing_value_spike-high-r012-s32054,12,32054,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,14.207,,,,
dataframe,missing_value_spike-high-r013-s32055,13,32055,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,14.1651,,,,
dataframe,missing_value_spike-high-r014-s32056,14,32056,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,13.2317,,,,
dataframe,missing_value_spike-high-r015-s32057,15,32057,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,12.809,,,,
dataframe,missing_value_spike-high-r016-s32058,16,32058,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,12.8391,,,,
dataframe,missing_value_spike-high-r017-s32059,17,32059,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,12.8478,,,,
dataframe,missing_value_spike-high-r018-s32060,18,32060,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,25.8982,,,,
dataframe,missing_value_spike-high-r019-s32061,19,32061,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,14.6579,,,,
dataframe,missing_value_spike-high-r020-s32062,20,32062,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,14.5636,,,,
dataframe,missing_value_spike-high-r021-s32063,21,32063,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,13.6467,,,,
dataframe,missing_value_spike-high-r022-s32064,22,32064,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,14.2416,,,,
dataframe,missing_value_spike-high-r023-s32065,23,32065,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,15.0749,,,,
dataframe,missing_value_spike-high-r024-s32066,24,32066,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,14.0566,,,,
dataframe,missing_value_spike-high-r025-s32067,25,32067,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,13.9443,,,,
dataframe,missing_value_spike-high-r026-s32068,26,32068,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,13.4967,,,,
dataframe,missing_value_spike-high-r027-s32069,27,32069,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,13.8011,,,,
dataframe,missing_value_spike-high-r028-s32070,28,32070,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,22.8871,,,,
dataframe,missing_value_spike-high-r029-s32071,29,32071,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,14.247,,,,
dataframe,missing_value_spike-high-r030-s32072,30,32072,missing_value_spike,high,missing_value_spike,True,missing_value_spike,True,missing_value_spike,True,1.0,quarantine_invalid_rows,True,False,recovered,True,10000.0,5000.0,5000.0,13.9269,,,,
dataframe,duplicate_generation-low-r001-s40043,1,40043,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,11.6843,,,,
dataframe,duplicate_generation-low-r002-s40044,2,40044,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,11.6219,,,,
dataframe,duplicate_generation-low-r003-s40045,3,40045,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,12.9912,,,,
dataframe,duplicate_generation-low-r004-s40046,4,40046,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,11.5336,,,,
dataframe,duplicate_generation-low-r005-s40047,5,40047,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,11.1372,,,,
dataframe,duplicate_generation-low-r006-s40048,6,40048,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,10.7719,,,,
dataframe,duplicate_generation-low-r007-s40049,7,40049,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,10.9285,,,,
dataframe,duplicate_generation-low-r008-s40050,8,40050,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,10.8947,,,,
dataframe,duplicate_generation-low-r009-s40051,9,40051,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,10.8877,,,,
dataframe,duplicate_generation-low-r010-s40052,10,40052,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,10.7349,,,,
dataframe,duplicate_generation-low-r011-s40053,11,40053,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,11.0529,,,,
dataframe,duplicate_generation-low-r012-s40054,12,40054,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,10.9533,,,,
dataframe,duplicate_generation-low-r013-s40055,13,40055,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,10.7511,,,,
dataframe,duplicate_generation-low-r014-s40056,14,40056,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,10.9021,,,,
dataframe,duplicate_generation-low-r015-s40057,15,40057,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,11.1769,,,,
dataframe,duplicate_generation-low-r016-s40058,16,40058,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,11.4797,,,,
dataframe,duplicate_generation-low-r017-s40059,17,40059,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,10.7776,,,,
dataframe,duplicate_generation-low-r018-s40060,18,40060,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,11.2191,,,,
dataframe,duplicate_generation-low-r019-s40061,19,40061,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,10.6514,,,,
dataframe,duplicate_generation-low-r020-s40062,20,40062,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,10.531,,,,
dataframe,duplicate_generation-low-r021-s40063,21,40063,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,10.5007,,,,
dataframe,duplicate_generation-low-r022-s40064,22,40064,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,12.025,,,,
dataframe,duplicate_generation-low-r023-s40065,23,40065,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,10.9921,,,,
dataframe,duplicate_generation-low-r024-s40066,24,40066,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,10.7252,,,,
dataframe,duplicate_generation-low-r025-s40067,25,40067,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,10.7586,,,,
dataframe,duplicate_generation-low-r026-s40068,26,40068,duplicate_generation,low,duplicate_generation,True,duplicate_generation,True,duplicate_generation,True,0.991,deduplicate_keep_first,True,False,recovered,True,11000.0,10000.0,0.0,10.7309,,,,
